,formattedAddress,servesBeer,servesWine,location.latitude,location.longitude,displayName.text,displayName.languageCode
6159,,,,,,,
6160,"36 Awatoto Road, Meeanee, Napier 4183, New Zealand",False,False,-39.5423197,176.8966398,The Black Shed,en
6161,"352 Te Mata Mangateretere Road, Havelock North 4172, New Zealand",,,-39.6513243,176.91080259999998,Dolce Vista,en
6162,"352 Te Mata Mangateretere Road, Havelock North 4172, New Zealand",,,-39.6513243,176.91080259999998,Dolce Vista,en
6163,"468 Clifton Road, Te Awanga 4180, New Zealand",True,True,-39.639560599999996,176.9992987,Hygge at Clifton Bay,en
6164,"23 Dockside Lane, Auckland Central, Auckland 1010, New Zealand",True,True,-36.8465951,174.7741307,Easy Tiger,en
6165,"86 Clifton Road, Te Awanga, Haumoana 4172, New Zealand",,,-39.6231029,176.96161740000002,Elephant Hill,en
6166,"86 Clifton Road, Te Awanga, Haumoana 4172, New Zealand",,,-39.6231029,176.96161740000002,Elephant Hill,en
6167,"156 Anderson Road, Pakipaki 4178, New Zealand",,,-39.699844899999995,176.75794969999998,Hopes Grove Wines,en
6168,"215 Queen Street East, Hastings 4122, New Zealand",,,-39.6430146,176.84593959999998,Squawking Magpie,en
6169,"301 Queen Street West, Hastings 4122, New Zealand",,,-39.638811499999996,176.8419011,Woolworths Hastings,en
6170,"301 Heretaunga St W Entrance, is on King Street North, Hastings 4122, New Zealand",True,True,-39.6398066,176.8415408,Gengy's Hastings,en
6171,"3672 State Highway 50, Maraekakaho 4171, New Zealand",True,True,-39.6487024,176.6006602,GodsOwn Brewery,en
6172,"201 Karamu Road North, Hastings 4122, New Zealand",True,True,-39.642206099999996,176.8457137,Rosie O'Grady's Hastings,en
6173,"205 Nelson Street North, S, Hastings 4122, New Zealand",,,-39.6397438,176.838211,Hastings Darts Association,en
6174,"201 Eastbourne Street East, Hastings 4122, New Zealand",,,-39.6441599,176.8423229,Hastings Art Gallery,en
6175,"1523 Maraekakaho Road, RD5, Bridge Pa 4175, New Zealand",,,-39.6537825,176.7741379,Hastings Golf Club,en
6176,"611 Whitehead Road, St Leonards, Hastings 4120, New Zealand",,,-39.6325928,176.8414645,Hastings Tennis & Squash Club Inc,en
6177,"Lipscombe Crescent, Havelock North 4130, New Zealand",,,-39.668588899999996,176.870715,Havelock North Squash Club,en
6178,"46 Brookvale Road, Havelock North 4130, New Zealand",,,-39.6614459,176.8885761,Havelock North Football Club,en
6179,"1548 Maraekakaho Road, Bridge Pa 4175, New Zealand",,,-39.6540525,176.77080039999998,Hawke's Bay Car Club,en
6180,"300 Prospect Road, Hawke's Bay 4122, New Zealand",,,-39.643081599999995,176.8357223,Hawkes Bay Racing Centre,en
6181,"221 Heretaunga Street East, Hastings 4122, New Zealand",,,-39.643521799999995,176.8447482,Cornucopia The Organic Shop,en
6182,"2158 State Highway 50, Hastings 4175, New Zealand",,,-39.6004447,176.7517547,CCR Raceway Kartsport Hawkes Bay,en
6183,"2158 State Highway 50, Hastings 4175, New Zealand",,,-39.6004447,176.7517547,CCR Raceway Kartsport Hawkes Bay,en
6184,"298 Middle Road, Havelock North 4172, New Zealand",True,True,-39.690773199999995,176.8542923,"Birdwoods - Gallery, Cafe, Sweet Shop & Sculpture Garden",en
6185,"298 Middle Road, Havelock North 4172, New Zealand",True,True,-39.690773199999995,176.8542923,"Birdwoods - Gallery, Cafe, Sweet Shop & Sculpture Garden",en
6186,"10 Joll Road, Havelock North 4130, New Zealand",True,True,-39.6710308,176.8777451,Wright & Co.,en
6187,"9 Middle Road, Havelock North 4130, New Zealand",True,,-39.670609899999995,176.876986,Best Burgers,en
6188,"201 Avenue Road West, Hastings 4215, New Zealand",,,-39.6392289,176.8444958,National Service Club,en
6189,"15 Joll Road, Havelock North 4130, New Zealand",True,True,-39.67113,176.8782178,Piku Izakaya Japanese Restaurant & Cocktail Bar,en
6190,"16 Joll Road, Havelock North 4130, New Zealand",True,True,-39.671634499999996,176.87810209999998,"Pipi pizza café and pizza truck, bistro style restaurant",en
6191,"30 Te Mata Road, Havelock North 4130, New Zealand",,,-39.66961,176.8795491,Havelock North Function Centre,en
6192,"10 Joll Road, Havelock North 4130, New Zealand",True,True,-39.671096600000006,176.8778103,Namaskar Indian Restaurant,en
6193,"2006 Maraekakaho Road, Raukawa 4171, New Zealand",,,-39.650069099999996,176.72338069999998,Redmetal Vineyards,en
6194,"114 Havelock Road, Havelock North 4130, New Zealand",True,True,-39.6608467,176.8695526,Off The Track Restaurant and Licenced Cafe,en
6195,"34 Black Barn Road, Havelock Hills, Havelock North 4294, New Zealand",,,-39.673110199999996,176.9099334,Black Barn Vineyards,en
6196,"406 Karamu Road North, Hastings 4122, New Zealand",,,-39.6404012,176.84755730000003,Big Barrel Karamu Rd,en
6197,"2543 State Highway 50, Flaxmere, Roys Hill 4175, New Zealand",,,-39.6283866,176.7277368,Ash Ridge Winery,en
6198,"551 Kereru Road, RD1, Maraekakaho 4171, New Zealand",,,-39.6285573,176.568539,Hawkes Ridge Wine Estate,en
6199,"1012 Karamu Road North, Mayfair, Hastings 4122, New Zealand",True,True,-39.6354548,176.85663889999998,Star of India,en
6200,"St Leonards, Hastings 4120, New Zealand",,,-39.6313063,176.8313253,Stortford Lodge Social Club,en
6201,"19 Napier Road, Havelock North 4130, New Zealand",,,-39.6685492,176.87831889999998,Thirsty Liquor Havelock North,en
6202,"308 Princes Street, Parkvale, Hastings 4122, New Zealand",,,-39.645359899999995,176.85205059999998,The Supernatural Wine Co.,en
6203,"2396 State Highway 50, Fernhill 4175, New Zealand",,,-39.6146847,176.7336485,Trinity Hill Wines,en
6204,"2396 State Highway 50, Fernhill 4175, New Zealand",,,-39.6146847,176.7336485,Trinity Hill Wines,en
6205,"12 Clifton Road, Haumoana 4102, New Zealand",True,True,-39.6160754,176.9573002,Gannets Bar & Grill,en
6206,"1426 Taihape Road, Hastings 4179, New Zealand",,,-39.521621499999995,176.6378433,de la terre winery,en
6207,"1426 Taihape Road, Hastings 4179, New Zealand",,,-39.521621499999995,176.6378433,de la terre winery,en
6208,"2 Havelock Road, Havelock North 4130, New Zealand",True,True,-39.669815299999996,176.876996,Maina Cafe,en
6209,"105 Pakowhai Road, Frimley, Hastings 4120, New Zealand",,,-39.6298175,176.8317552,Thirsty Liquor Hastings,en
6210,"Swansea Road, Flaxmere, Hastings 4201, New Zealand",True,True,-39.6268008,176.7878996,The Flax Bar & Function Centre,en
6211,"Swansea Road, Flaxmere, Hastings 4201, New Zealand",True,True,-39.6268008,176.7878996,The Flax Bar & Function Centre,en
6212,"13 Montana Road, Bridge Pa 4175, New Zealand",,,-39.6402399,176.76286059999998,Harrisons Nurseries Ltd,en
6213,"101 Warren Street South, Hastings 4122, New Zealand",,,-39.6436963,176.8449829,Decibel Wines,en
6214,"27 River Road, Waiwhare 4179, New Zealand",,,-39.4492088,176.49518179999998,Waiwhare Community Centre,en
6215,"602 Heretaunga Street West, St Leonards, Hastings 4120, New Zealand",,,-39.6365541,176.8371626,PAK'nSAVE Hastings,en
6216,"198 Main Road, Clive 4102, New Zealand",,,-39.5829582,176.9163245,Clive Four Square,en
6217,"400 Heretaunga Street East, Hastings 4122, New Zealand",,,-39.6446316,176.84708419999998,New World Hastings,en
6218,"14 Shaw Road, Eskdale 4182, New Zealand",True,,-39.3896108,176.8284276,Zeelandt Brewery,en
6219,"1747 Korokipo Road, Fernhill 4183, New Zealand",True,True,-39.5775333,176.7740347,Zeffer,en
6220,"1747 Korokipo Road, Fernhill 4183, New Zealand",True,True,-39.5775333,176.7740347,Zeffer,en
6221,"53 Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.4894118,176.9179335,Ajuna Eatery,en
6222,"Cnr Dickens & Dalton St in the service lane, Napier South, Napier 1024, New Zealand",True,True,-39.491459299999995,176.915755,Club Rendezvous,en
6223,"12 Browning Street, Napier South, Napier 4110, New Zealand",,,-39.488416199999996,176.9183596,The County Hotel,en
6224,"11 Shakespeare Road, Bluff Hill, Napier 4110, New Zealand",,,-39.488032,176.9168398,Cabana Bar,en
6225,"3 Ossian Street, Ahuriri, Napier 4110, New Zealand",,,-39.483176,176.8963575,The Urban Winery,en
6226,"3 Ossian Street, Ahuriri, Napier 4110, New Zealand",,,-39.483176,176.8963575,The Urban Winery,en
6227,"Herrick Street, Marewa, Napier 4110, New Zealand",,,-39.4996071,176.8983642,Herrick Street,en
6228,"Herrick Street, Marewa, Napier 4110, New Zealand",,,-39.4996071,176.8983642,Herrick Street,en
6229,"24 Lee Road, Taradale, Napier 4030, New Zealand",,,-39.5349617,176.85052489999998,Bowls Omarunui Inc,en
6230,"378 Brookfields Road, Napier, Napier, Meeanee 4141, New Zealand",,,-39.5600398,176.8867494,Brookfields Vineyards,en
6231,"112 Tennyson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4904918,176.9151891,Community Burgers (CBs),en
6232,"Cnr Dickens & Dalton St in the service lane, Napier South, Napier 1024, New Zealand",True,True,-39.491459299999995,176.915755,Club Rendezvous,en
6233,"147 Emerson Street, Napier South, Napier 4110, New Zealand",True,True,-39.490788099999996,176.9165918,Kolachi Cafe & Eatery,en
6234,"389 Gloucester Street, Taradale, Napier 4112, New Zealand",True,True,-39.539339399999996,176.8466302,The Duke Of Gloucester,en
6235,"389 Gloucester Street, Taradale, Napier 4112, New Zealand",True,True,-39.539339399999996,176.8466302,The Duke Of Gloucester,en
6236,"Latham Street, Napier South, Napier 4110, New Zealand",,,-39.5022138,176.9127533,Mclean Park,en
6237,"194 Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.491477499999995,176.9184965,Black Pearl Cafe,en
6238,"511 Main North Road, Bay View, Napier 4104, New Zealand",,,-39.4314543,176.8712072,Crab Farm Winery,en
6239,"85 Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.4899305,176.9181563,The Everest,en
6240,"36 Carlyle Street, Napier South, Napier 4110, New Zealand",,,-39.4927621,176.91128619999998,Woolworths Carlyle,en
6241,"30 Maltby Street, Meeanee, Napier 4112, New Zealand",,,-39.544252,176.88596529999998,Art Deco Bus,en
6242,"5 Milton Road, Bluff Hill, Napier 4110, New Zealand",,,-39.490241999999995,176.91348259999998,Bay City Club,en
6243,"13 Higgins Street, Marewa, Napier 4110, New Zealand",,,-39.4998028,176.9001396,Hawkes Bay Lawn Tennis & Squash Club Inc,en
6244,"64 Niven Street, Onekawa, Napier 4110, New Zealand",,,-39.5047713,176.8768867,Hawkes Bay Squash Rackets Club Inc,en
6245,"330 Gloucester Street, Taradale, Napier 4112, New Zealand",False,False,-39.537456399999996,176.8484666,McDonald's Taradale,en
6246,"180 Emerson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4906886,176.9156107,PIZZA CRUST & BAR,en
6247,"198 Church Road, Poraiti, Napier 4112, New Zealand",,,-39.518407499999995,176.8448525,Mission Estate Winery,en
6248,"Cnr West & Customs Quay, Ahuriri, Napier 4110, New Zealand",True,True,-39.4818709,176.89508849999999,Madame Social Eatery & Bar,en
6249,"82 Dalton Street, Napier South, Napier 4110, New Zealand",True,True,-39.4913278,176.916282,Goldie's,en
6250,"39 Tennyson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4895552,176.9175287,Monica Loves,en
6251,"285 Te Awa Avenue, Awatoto, Napier 4110, New Zealand",,,-39.5354047,176.9177047,Maraenui Golf Club,en
6252,"340 Meeanee Road, Meeanee, Napier 4112, New Zealand",True,True,-39.543489199999996,176.8917435,The Meeanee Hotel,en
6253,"11 Storkey Street, Marewa, Napier 4110, New Zealand",,,-39.504413299999996,176.89972749999998,Kennedy Park Resort Napier,en
6254,"Clyde Jeffery Drive, Tamatea, Napier 4112, New Zealand",,,-39.507661899999995,176.8565712,Napier City Rovers Football Club,en
6255,"63 West Quay, Ahuriri, Napier 4110, New Zealand",,,-39.484015899999996,176.8917343,Napier Sailing Club Inc,en
6256,"91 Barker Road, Marewa, Napier 4110, New Zealand",,,-39.5081291,176.9117736,Napier Tech Sports Club,en
6257,"28 Tennyson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4896682,176.9178404,The Tennyson,en
6258,"24A Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.4889827,176.9181877,Indigo Indian Restaurant and Bar,en
6259,"24A Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.4889827,176.9181877,Indigo Indian Restaurant and Bar,en
6260,"259 Gloucester Street, Taradale, Napier 4112, New Zealand",True,True,-39.5354984,176.848436,Red Chilli Indian Takeaway & Restaurant,en
6261,"249 Dickens Street, Napier South, Napier 4110, New Zealand",True,True,-39.4924667,176.91275629999998,Delight Plus Chinese Restaurant,en
6262,"2 Bledisloe Road, Maraenui, Napier 4110, New Zealand",,,-39.514362,176.904282,Four Square Maraenui,en
6263,"2 Clive Square East, Napier South, Napier 4110, New Zealand",True,True,-39.490745,176.9139576,Portofino Restaurant,en
6264,"19 Meeanee Quay, Westshore, Napier 4110, New Zealand",True,True,-39.4814058,176.8881734,Habitat on the Quay,en
6265,"6/7 Leicester Avenue, Tamatea, Napier 4112, New Zealand",True,,-39.5102335,176.87010279999998,Spice Hut,en
6266,"189 Tennyson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4906589,176.91283059999998,Good George Napier Tap House,en
6267,"45 Marine Parade, Napier South, Napier 4110, New Zealand",,,-39.487144799999996,176.91907060000003,Scenic Hotel Te Pania,en
6268,"Historic Building 56 West Quay, Ahuriri, Napier 4110, New Zealand",,,-39.4832477,176.8942772,Caution@shed2,en
6269,"70 Bridge Street, Ahuriri, Napier 3120, New Zealand",True,True,-39.4810521,176.8981105,Sri Thai Restaurant,en
6270,"34 Maadi Road, Onekawa, Napier 4110, New Zealand",,,-39.508662099999995,176.8874582,New World Onekawa,en
6271,"242A Gloucester Street, Taradale, Napier 4112, New Zealand",True,True,-39.5349167,176.8491549,Star of India Taradale,en
6272,"55 Wharerangi Road, Greenmeadows, Napier 4112, New Zealand",,,-39.5168919,176.8574673,Taradale Club,en
6273,"295 Guppy Road, Taradale, Napier 4112, New Zealand",,,-39.5463576,176.8528498,Taradale Rugby Club,en
6274,"156 Gloucester Street, Taradale, Napier 4112, New Zealand",,,-39.531075699999995,176.8542125,Taradale & District RSA,en
6275,"9a Ossian Street, Ahuriri, Napier 4110, New Zealand",True,True,-39.4838205,176.8970549,F.G. Smith,en
6276,"91 Thames Street, Pandora, Napier 4110, New Zealand",,,-39.4911566,176.8789836,Hawkes Bay Wine Company,en
6277,"Nelson Quay, Ahuriri, Napier 4110, New Zealand",,,-39.4805129,176.8951126,Hawke's Bay Sports Fishing Club Inc,en
6278,"123 Marine Parade, Napier South, Napier 4110, New Zealand",True,True,-39.4906674,176.9190702,RASOI INDIAN RESTAURANT AND TAKEAWAY'S,en
6279,"2 Tennyson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4894718,176.91845759999998,K Kitchen and Bar,en
6280,"50 Lighthouse Road, Bluff Hill, Napier 4110, New Zealand",,,-39.4788876,176.917766,Bluff Hill Lookout,en
6281,"46 Bridge Street, Ahuriri, Napier 4110, New Zealand",,,-39.4822948,176.8970678,Vetro Trading Company - Head Office,en
6282,"35c Wakefield Street, Onekawa, Napier 4110, New Zealand",,,-39.5029822,176.879834,35c Wakefield Street,
6283,"Hawke's Bay Airport Main North Road, Napier Airport, Napier 4110, New Zealand",True,True,-39.4671267,176.8718529,Air New Zealand Napier Airport Regional Lounge,en
6284,"29 Carlyle Street, Napier South, Napier 4110, New Zealand",True,True,-39.4919525,176.910898,Tony's Place Napier,en
6285,"30 Gloucester Street, Greenmeadows, Napier 4112, New Zealand",,,-39.526382,176.861418,Four Square Greenmeadows,en
6286,"1 Cobden Crescent, Bluff Hill, Napier 4110, New Zealand",,,-39.4817529,176.9127392,Cobden Garden Bed and Breakfast,en
6287,"192 Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.4914771,176.9185512,Mexicali Fresh Napier,en
6288,"42 Tennyson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4898609,176.91714980000003,Georgia on Tennyson,en
6289,"42 Onehunga Road, Bay View, Napier 4149, New Zealand",,,-39.4351018,176.8654513,Bay View Bowling Club,en
6290,"29 Carlyle Street, Napier South, Napier 4110, New Zealand",True,True,-39.4919525,176.910898,Tony's Place Napier,en
6291,"1 Durham Avenue, Tamatea, Napier 4112, New Zealand",True,True,-39.5107827,176.8676016,Bev Ridges On York,en
6292,"47 Tennyson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4895883,176.9173543,Mister D,en
6293,,,,,,,
6294,"45 Hastings Street, Bluff Hill, Napier 4110, New Zealand",,,-39.489248599999996,176.9177592,Chantal Shop,en
6295,"113 Hastings Street, Downtown, Napier 4110, New Zealand",True,True,-39.4904149,176.9182622,Rogue Hop,en
6296,"Cnr Leicester Avenue &, Coventry Avenue, Tamatea, Napier 4112, New Zealand",,,-39.5099914,176.86940009999998,PAK'nSAVE Tamatea,en
6297,"8 Hardinge Road, Ahuriri, Napier 4110, New Zealand",True,True,-39.479343899999996,176.89938189999998,Boardwalk Beach Bar & Bistro,en
6298,"14 Onehunga Road, Bay View, Napier 4182, New Zealand",,,-39.436,176.86840999999998,Eskview United Football Club,en
6299,"Kawerau 3127, New Zealand",,,-38.0899734,176.70050039999998,Kawerau Ex-Royal Navalmens Association,en
6300,"Cnr Munroe &, Dickens Street, Napier South, Napier 4110, New Zealand",,,-39.492953,176.9134513,Woolworths Napier,en
6301,"201 Karamu Road North, Hastings 4122, New Zealand",True,True,-39.642206099999996,176.8457137,Rosie O'Grady's Hastings,en
6302,"70 Carlyle Street, Napier South, Napier 4110, New Zealand",True,False,-39.492858,176.909222,BurgerFuel Napier,en
6303,"80A Emerson Street, Napier South, Napier 4110, New Zealand",True,True,-39.490250599999996,176.9173722,ILONA pasta,en
6304,"91 Thames Street, Ahuriri, Napier 4110, New Zealand",,,-39.4910253,176.87929079999998,Ka Tahi Wines Head Office,en
6305,"Market Street, Napier South, Napier 4110, New Zealand",,,-39.4899113,176.917657,Market Street,en
6306,"342 Lawn Road, Hastings 4180, New Zealand",,,-39.6054963,176.9206329,Maxim Wines & Vineyard,en
6307,"10 Hardinge Road, Ahuriri, Napier 4110, New Zealand",True,True,-39.479785199999995,176.8988128,Milk & Honey Restaurant,en
6308,"West Quay, Ahuriri, Napier 4110, New Zealand",,,-39.4862241,176.8908545,Liquorland Ahuriri,en
6309,"5 Longfellow Avenue, Maraenui, Napier 4110, New Zealand",,,-39.5155891,176.90520859999998,Maraenui Price Cutter and Maraenui Vape Store,en
6310,"12 Herschell Street, Napier South, Napier 4110, New Zealand",True,True,-39.488803499999996,176.91849399999998,Matisse Wine Shop & Bar,en
6311,"387 Marine Parade, Napier South, Napier 4110, New Zealand",,,-39.4976578,176.9185181,The Nautilus Napier,en
6312,"42 Marine Parade, Bluff Hill, Napier 4110, New Zealand",,True,-39.486716799999996,176.9197527,The Bach,en
6313,"78 Taradale Road, Onekawa, Napier 4110, New Zealand",,,-39.502600799999996,176.88704439999998,The Bottle O Onekawa,en
6314,"1 Tennyson Street, Napier South, Napier 4110, New Zealand",,,-39.4890883,176.9190515,MTG Hawke's Bay,en
6315,"8 Durham Avenue, Tamatea, Napier 4112, New Zealand",,,-39.5094583,176.8692556,Napier Pirate Rugby & Sport,en
6316,"34 Vautier Street, Napier South, Napier 4110, New Zealand",,,-39.4941257,176.91791899999998,Napier RSA,en
6317,"91 Thames Street, Pandora, Napier 4110, New Zealand",,,-39.4911566,176.8789836,Hawkes Bay Wine Company,en
6318,"1 Durham Avenue, Tamatea, Napier 4112, New Zealand",,,-39.5106271,176.8680394,Big Barrel Tamatea,en
6319,"266 Gloucester Street, Taradale, Napier 4112, New Zealand",,,-39.535745999999996,176.84877559999998,Big Barrel Taradale,en
6320,"70 Carlyle Street, Napier South, Napier 4110, New Zealand",,,-39.4928131,176.9087419,Big Barrel Carlyle St,en
6321,"132 Kennedy Road, Marewa, Napier 4110, New Zealand",True,,-39.5005556,176.9025,Flavour of India,en
6322,"43 Petane Road, Bay View, Napier 4104, New Zealand",True,True,-39.4195461,176.86536529999998,Bay View Hotel & Holiday Park,en
6323,"43 Petane Road, Bay View, Napier 4104, New Zealand",True,True,-39.4195461,176.86536529999998,Bay View Hotel & Holiday Park,en
6324,"25 Munroe Street, Napier South, Napier 4110, New Zealand",,,-39.4947912,176.9135607,PAK'nSAVE Napier,en
6325,"55 Wharerangi Road, Greenmeadows, Napier 4112, New Zealand",True,True,-39.516423499999995,176.8573717,Piko Piko Restaurant,en
6326,"209 Marine Parade, Napier Central, Napier 4110, New Zealand",True,True,-39.4927778,176.91888889999998,Pacifica Restaurant,en
6327,"Tironui Drive, Taradale, Napier 4112, New Zealand",,,-39.5215497,176.84054419999998,Tironui Estate,en
6328,"4 Thackeray Street, Napier South, Napier 4110, New Zealand",True,True,-39.493448699999995,176.9104257,Bollywood Napier,en
6329,"348 Gloucester Street, Taradale, Napier 4112, New Zealand",True,True,-39.537874699999996,176.8482491,Shani's Family Eatery and Bar,en
6330,"14 West Quay, Ahuriri, Napier 4110, New Zealand",True,True,-39.4859436,176.89254119999998,The Turmeric Cuisine of India | Indian Restaurant Napier,en
6331,"145 Battery Road, Ahuriri, Napier 4110, New Zealand",,,-39.4869947,176.8975209,Princess Alexandra Retirement Village,en
6332,"60 West Quay, Ahuriri, Napier 4110, New Zealand",True,True,-39.482939099999996,176.89455420000002,Paddy's Irish Pub,en
6333,"205 Emerson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4910536,176.9154303,SAI Thai Eatery,en
6334,"275 Gloucester Street, Taradale, Napier 4112, New Zealand",True,True,-39.5358582,176.8482995,Thai Lotus restaurant ( Napier),en
6335,"62 West Quay, Ahuriri, Napier 4110, New Zealand",True,True,-39.482644,176.8947029,The Thirsty Whale Bar & Restaurant,en
6336,"3 Waghorne Street, Ahuriri, Napier 4110, New Zealand",True,True,-39.4805527,176.89745729999999,Union Hotel (Ahuriri) Limited,en
6337,"112 Tennyson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4904272,176.9151786,Mamacita Napier,en
6338,"79 Bridge Street, Ahuriri, Napier 4110, New Zealand",True,True,-39.4806378,176.8977646,Master of India Napier,en
6339,"10 Gill Road, Bay View, Napier 4104, New Zealand",,,-39.431101700000006,176.8732938,Snapper Cafe,en
6340,"163 Tennyson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4905414,176.9136036,Central Fire Station Bistro,en
6341,"1 Ossian Street, Ahuriri, Napier 4110, New Zealand",,,-39.4829471,176.89611069999998,The National Distillery Company,en
6342,"1 Ossian Street, Ahuriri, Napier 4110, New Zealand",,,-39.4829471,176.89611069999998,The National Distillery Company,en
6343,"3 Ossian Street, Ahuriri, Napier 4110, New Zealand",,,-39.483176,176.8963575,The Urban Winery,en
6344,"6/15 Hardinge Road, Ahuriri, Napier 4110, New Zealand",True,True,-39.4796955,176.8991116,Ahuriri Village Kitchen,en
6345,"130 Kennedy Road, Marewa, Napier 4110, New Zealand",,,-39.5005516,176.9025857,Four Square Marewa,en
6346,"58 West Quay, Ahuriri, Napier 4110, New Zealand",True,True,-39.483138499999995,176.89440539999998,Kork n Barrel,en
6347,"49 Marine Parade, Napier South, Napier 4110, New Zealand",True,True,-39.487480399999995,176.91919059999998,Three Wise Birds Pavilion,en
6348,"255 Marine Parade, Napier South, Napier 4110, New Zealand",True,True,-39.4935706,176.9187417,Thai Hutt Restaurant,en
6349,"141 Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.4908107,176.9182735,Aroy Thai,en
6350,"36 Lighthouse Road, Bluff Hill, Napier 4030, New Zealand",,,-39.4804904,176.9200272,Bluff Hill Bowling Club,en
6351,"378 Brookfields Road, Napier, Napier, Meeanee 4141, New Zealand",,,-39.5600398,176.8867494,Brookfields Vineyards,en
6352,"West Quay, Ahuriri, Napier 4110, New Zealand",True,True,-39.4842091,176.89377589999998,Napier Party Bars Nightclub,en
6353,"53 Marine Parade, Bluff Hill, Napier 4110, New Zealand",,,-39.4878196,176.91902159999998,Hawke's Bay Club,en
6354,"511 Main North Road, Bay View, Napier 4104, New Zealand",,,-39.4314543,176.8712072,Crab Farm Winery,en
6355,"511 Main North Road, Bay View, Napier 4104, New Zealand",,,-39.4314543,176.8712072,Crab Farm Winery,en
6356,"16 Byron Street, Napier South, Napier 4110, New Zealand",,,-39.4873836,176.9186048,Creative Arts Napier Inc,en
6357,"22A Waghorne Street, Ahuriri, Napier 4144, New Zealand",,,-39.4801126,176.89852829999998,The Crown Hotel,en
6358,"Corner Marine Parade &, Emerson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4899943,176.91913359999998,Lone Star Napier,en
6359,"1/270 Gloucester Street, Taradale, Napier 4112, New Zealand",True,True,-39.535879400000006,176.84873199999998,Breakers Taradale,en
6360,"389 Gloucester Street, Taradale, Napier 4112, New Zealand",True,True,-39.539339399999996,176.8466302,The Duke Of Gloucester,en
6361,"154 Station Street, Napier South, Napier 4110, New Zealand",True,True,-39.4936016,176.913588,The Station Bar and Bistro,en
6362,"105 Marine Parade, Napier South, Napier 4110, New Zealand",True,True,-39.4903307,176.9191572,Faith Hope Love Malaysian Eatery,en
6363,"23A Trinity Crescent, Pirimai, Napier 4112, New Zealand",,,-39.5112897,176.8803428,Pirimai food Market,en
6364,"15 Hardinge Road, Ahuriri, Napier 4110, New Zealand",,,-39.4798279,176.8990438,Globe Theatrette,en
6365,"132 Emerson Street, Napier South, Napier 4110, New Zealand",True,True,-39.4904209,176.9166091,The Little Cocktail Corner by Teresa,en
6366,"246 Gloucester Street, Taradale, Napier 4112, New Zealand",True,True,-39.5350776,176.84899299999998,Rosie O'Grady's Taradale,en
6367,"53 Tollemache Road East, Longlands, Hastings 4122, New Zealand",,,-39.6583891,176.8326626,Hawkes Bay Harvest,en
6368,"Clyde Jeffery Drive, Poraiti, Napier 4112, New Zealand",,,-39.507766,176.8562301,Bluewater Stadium,en
6369,"Sandy Road, Meeanee, Napier 4183, New Zealand",,,-39.549633299999996,176.8867487,Hawkes Bay Speedway Club,en
6370,"129 Marine Parade, Napier South, Napier 4110, New Zealand",True,True,-39.490737800000005,176.9190822,Hunger Monger Seafood,en
6371,"24A Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.4889827,176.9181877,Indigo Indian Restaurant and Bar,en
6372,"193 Hastings Street, Napier South, Napier 4110, New Zealand",False,False,-39.4917602,176.9182739,Dajko's Kilim Cafe Napier,en
6373,"9 Hill Road, Bay View, Napier 4104, New Zealand",,,-39.419064299999995,176.8665665,Four Square Bayview,en
6374,"147 Emerson Street, Napier South, Napier 4110, New Zealand",True,True,-39.490788099999996,176.9165918,Kolachi Cafe & Eatery,en
6375,"4 Ossian Street, Ahuriri, Napier 4110, New Zealand",,,-39.482904,176.89664499999998,Four Square Ahuriri,en
6376,"40 Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.4892009,176.91816079999998,Bistronomy & Vinotech,en
6377,"40 Hastings Street, Napier South, Napier 4110, New Zealand",True,True,-39.4892009,176.91816079999998,Bistronomy & Vinotech,en
6378,"30 Nelson Quay, Ahuriri, Napier 4110, New Zealand",True,True,-39.480832899999996,176.8956797,Boat Ramp Eatery,en
6379,"198 Church Road, Poraiti, Napier 4112, New Zealand",,,-39.518407499999995,176.8448525,Mission Estate Winery,en
6380,"205 Dickens Street, Napier South, Napier 4110, New Zealand",True,True,-39.491953,176.914663,Bangkok House,en
6381,"Waterworth Avenue, Onekawa, Napier 4110, New Zealand",,,-39.519172999999995,176.8963455,Maraenui Park,en
6382,"69 Emerson Street, Napier South, Napier 4110, New Zealand",,,-39.4903513,176.9178045,Acquisitions - Napier,en
